month,prec,temp,precs,temps
jun,0.0993941641422503,-0.0171502706074762,FALSE,FALSE
jul,-0.12737202718083,-0.0587357815826752,FALSE,FALSE
aug,-0.126635801675799,-0.0492341785615694,FALSE,FALSE
sep,-0.130434614294932,0.0296773790762762,FALSE,FALSE
oct,-0.0792734403599849,0.0105008715285357,FALSE,FALSE
nov,0.155307703050551,-0.0412319197385099,FALSE,FALSE
dec,0.0958790782404815,-0.104294106668603,FALSE,FALSE
JAN,-0.00176082451050448,0.0664353437968374,FALSE,FALSE
FEB,-0.0437179461154699,-0.0897478316672997,FALSE,FALSE
MAR,-0.00458717774029499,0.0227703073966431,FALSE,FALSE
APR,0.0816745903782189,0.0500406855773666,FALSE,FALSE
MAY,-0.0874900962465928,-0.0669317395168638,FALSE,FALSE
JUN,-0.0392037571735401,-0.107630479066457,FALSE,FALSE
JUL,0.0635213180985536,-0.0601193638517192,FALSE,FALSE
AUG,0.0476984115567902,-0.094513218804075,FALSE,FALSE
SEP,-0.110890561559275,-0.0623404502142795,FALSE,FALSE
