id,varname,month,coef,significant,ci_lower,ci_upper
1,prec,jun,0.0139118255492832,FALSE,-0.193102734924536,0.230003423154317
2,prec,jul,-0.177742245721277,TRUE,-0.363502903734258,-0.0182764503636542
3,prec,aug,0.0480820196590182,FALSE,-0.110376278714084,0.212087104374965
4,prec,sep,0.00923195087181611,FALSE,-0.206574065706103,0.223352197344287
5,prec,oct,0.0254545083705608,FALSE,-0.164107953493431,0.225091491462966
6,prec,nov,-0.0176735670530722,FALSE,-0.205822397962825,0.172772911863473
7,prec,dec,-0.14105085562432,FALSE,-0.307560116151862,0.0554609067705813
8,prec,JAN,0.172056526705642,FALSE,-0.0381669712799556,0.359438795508919
9,prec,FEB,-0.0560921815020117,FALSE,-0.258292640015219,0.129738315116829
10,prec,MAR,-0.000410192301330189,FALSE,-0.183504832700067,0.216764473691456
11,prec,APR,-0.00951568140836246,FALSE,-0.203192682441943,0.184295096841098
12,prec,MAY,-0.00522982198954243,FALSE,-0.242355348580083,0.211524327996264
13,prec,JUN,-0.129081299972332,FALSE,-0.311678663103874,0.0485678333571236
14,prec,JUL,-0.0951649880344947,FALSE,-0.294813026635009,0.091980105764419
15,prec,AUG,0.0991411691421425,FALSE,-0.0670187517013254,0.287367739438542
16,prec,SEP,-0.0438169996445827,FALSE,-0.260975423709785,0.182432060564384
17,temp,jun,-0.0223980848819534,FALSE,-0.218426251606413,0.194299143612736
18,temp,jul,-0.0362266178588943,FALSE,-0.234203628925483,0.149570074039881
19,temp,aug,-0.0835660034371049,FALSE,-0.25011273239344,0.0690852346325938
20,temp,sep,0.157274495139097,FALSE,-0.0269214799495193,0.353417179945444
21,temp,oct,0.0642956175753258,FALSE,-0.131409018485035,0.277864368505635
22,temp,nov,-0.00708763434673352,FALSE,-0.222740761689568,0.180196907086811
23,temp,dec,-0.0673518676898113,FALSE,-0.252275278906579,0.126009495155665
24,temp,JAN,0.0302299861334218,FALSE,-0.200900828828208,0.233208426949315
25,temp,FEB,0.136947233550197,FALSE,-0.0551614363049493,0.326135381477195
26,temp,MAR,0.156887095766983,FALSE,-0.055441166621175,0.337692795031423
27,temp,APR,-0.0159816533739085,FALSE,-0.24384837335273,0.172107307484056
28,temp,MAY,0.00987648210451041,FALSE,-0.201370029336402,0.215486377499004
29,temp,JUN,0.114024786896192,FALSE,-0.0768334528558039,0.3137626762856
30,temp,JUL,-0.0767401969718842,FALSE,-0.25958942712746,0.0935416717596714
31,temp,AUG,-0.0687259137361394,FALSE,-0.222389891565129,0.102184160658588
32,temp,SEP,0.079922009044321,FALSE,-0.114327960867924,0.287034426703068
