month,prec,temp,precs,temps
jun,0.0485752152908035,0.0539781275331784,FALSE,FALSE
jul,-0.0382616656391136,0.0303485989553918,FALSE,FALSE
aug,0.013622676601367,0.113794748336203,FALSE,FALSE
sep,-0.0341644300899532,0.0555590691690648,FALSE,FALSE
oct,-0.0279569149161039,-0.033821945523883,FALSE,FALSE
nov,0.0317177425699714,0.0420610331101249,FALSE,FALSE
dec,0.17538623773588,-0.187892222033979,TRUE,TRUE
JAN,0.046672604897249,-0.122613268715295,FALSE,FALSE
FEB,0.167662549101013,-0.221101695045609,TRUE,TRUE
MAR,-0.0274628181270153,-0.0598447174058062,FALSE,FALSE
APR,0.100819802018279,0.00129804821806212,FALSE,FALSE
MAY,0.0787256956154553,-0.0470905388848244,FALSE,FALSE
JUN,0.110136910798659,-0.176557348603492,FALSE,TRUE
JUL,0.0488200722160119,-0.0440955542289686,FALSE,FALSE
AUG,0.0212803294689408,-0.083952462839892,FALSE,FALSE
SEP,-0.0560640313210769,0.101783857990602,FALSE,FALSE
