month,prec,temp,precs,temps
jun,0.0965172092203812,-0.131938155857647,FALSE,FALSE
jul,-0.0795381614505513,-0.124326936041737,FALSE,FALSE
aug,-0.0157766594146468,0.0955942123854421,FALSE,FALSE
sep,-4.37673033829382e-05,-0.0252992927881231,FALSE,FALSE
oct,0.0722070721691971,0.0331625468720841,FALSE,FALSE
nov,-0.0354754968150243,0.0173758605865362,FALSE,FALSE
dec,-0.0404162717183099,0.0817609609296756,FALSE,FALSE
JAN,0.111346025091559,0.154895364787565,FALSE,FALSE
FEB,0.0773071145483803,-0.0346366140424268,FALSE,FALSE
MAR,0.138616279266981,-0.035478100637917,FALSE,FALSE
APR,0.0750661499587814,0.0603412548895834,FALSE,FALSE
MAY,0.107126167592053,-0.0922481026678242,FALSE,FALSE
JUN,0.0685117214036915,-0.022482655032004,FALSE,FALSE
JUL,-0.0987759570257389,-0.0300287521661964,FALSE,FALSE
AUG,0.0365688401457934,0.0806613480002517,FALSE,FALSE
SEP,-0.0431044061851757,0.0379305506617829,FALSE,FALSE
