month,prec,temp,precs,temps
jun,0.0796900062990179,0.00642264213894343,FALSE,FALSE
jul,0.122302335690216,-0.218582641133081,FALSE,FALSE
aug,0.0792981766995624,-0.0481708235034074,FALSE,FALSE
sep,0.0885465837469763,-0.0299793921340221,FALSE,FALSE
oct,0.127588263381951,0.141951723776763,FALSE,FALSE
nov,-0.0644823804581044,0.0347016497683634,FALSE,FALSE
dec,0.0174638627483824,0.0552690023454009,FALSE,FALSE
JAN,0.0691287829283688,-0.0871210677409586,FALSE,FALSE
FEB,0.0560726960674684,0.0817333541649602,FALSE,FALSE
MAR,0.0161948395825519,-0.0346297850891324,FALSE,FALSE
APR,-0.00889002948919296,0.148878911128692,FALSE,FALSE
MAY,0.0648420473064586,0.173535903765182,FALSE,FALSE
JUN,0.0629921919794874,-0.199893628734637,FALSE,FALSE
JUL,0.138608900077588,-0.0344956560406266,FALSE,FALSE
AUG,-0.0120341406038289,0.0140960196823031,FALSE,FALSE
SEP,0.0673513812663812,0.00900693901324179,FALSE,FALSE
